CITY CODE,STATE,METRO/MICRO,URBAN AREA AND STATE,TBONESTEAK,GRNDBEEF,SAUSAGE,FRYCHICK,TUNA,HGALMILK,DOZENEGGS,MARGARINE,PARMESAN,POTATOES,BANANAS,LETTUCE,BREAD,ORANGJUICE,COFFEE,SUGAR,CEREAL,SWEETPEAS,PEACHES,KLNX,CAS-CADE,CANOLAOIL,FROZNMEAL,FROZNCORN,POTATOCHIPS,COKE,APTRENT,HOMEPRICE,MORTRATE (%),HOMEP+I,ALL-ELECT,PARTELECT,OTHERENERGY,TOTALENERGY,PHONE,TIREBAL,GASOLINE,OPTOMETRIST,DOCTOR,DENTIST,IBUPROFEN,LIPITOR,HMBGRSAND,PIZZA,2-PCCHICK,HAIRCUT,BEAUTSALON,TOOTHPASTE,SHAMPOO,DRYCLEAN,MEN'SSHIRT,BOY'SJEANS,WOMEN'SSLACKS,WASHRREPR,NEWSPAPER,MOVIE,BOWLING,TENNSBALLS,VETSERVICES,BEER,WINE
12-35840-760,Florida,North Port-Sarasota-Bradenton FL Metro,Sarasota FL,$12.22 ,$4.64 ,$4.92 ,$1.53 ,$0.91 ,$2.73 ,$2.34 ,$1.03 ,$3.56 ,$3.28 ,$0.69 ,$1.74 ,$1.64 ,$3.35 ,$4.02 ,$2.29 ,$3.50 ,$1.27 ,$2.66 ,$1.80 ,$5.08 ,$3.12 ,$2.75 ,$1.38 ,$3.15 ,$1.79 ,$888 ,"$337,485 ",3.97,"$1,204 ",$157.83 ,,,$157.83 ,$33.28 ,$36.73 ,$2.71 ,$120.17 ,$137.56 ,$81.80 ,$10.53 ,$324.75 ,$3.78 ,$8.39 ,$3.41 ,$14.04 ,$36.67 ,$3.03 ,$1.08 ,$12.92 ,$25.34 ,$24.35 ,$27.37 ,$83.00 ,$25.69 ,$9.89 ,$4.59 ,$3.03 ,$50.07 ,$9.12 ,$7.64 
12-36740-600,Florida,Orlando-Kissimmee-Sanford FL Metro,Orlando FL,$11.62 ,$4.74 ,$4.53 ,$1.48 ,$0.97 ,$2.62 ,$2.38 ,$1.01 ,$3.71 ,$3.40 ,$0.62 ,$1.64 ,$1.79 ,$3.43 ,$4.06 ,$2.19 ,$3.53 ,$1.22 ,$2.58 ,$1.81 ,$4.65 ,$2.86 ,$2.65 ,$1.34 ,$4.21 ,$1.57 ,$941 ,"$286,372 ",4.13,"$1,042 ",$178.51 ,,,$178.51 ,$24.72 ,$38.48 ,$2.67 ,$64.53 ,$86.13 ,$87.77 ,$9.25 ,$324.20 ,$3.87 ,$9.79 ,$4.40 ,$13.89 ,$42.52 ,$2.84 ,$0.89 ,$11.25 ,$23.44 ,$20.75 ,$23.13 ,$61.44 ,$22.23 ,$10.50 ,$4.61 ,$2.29 ,$49.98 ,$8.55 ,$6.27 
12-37860-640,Florida,Pensacola-Ferry Pass-Brent FL Metro,Pensacola FL,$12.15 ,$5.20 ,$4.50 ,$1.34 ,$0.92 ,$2.67 ,$2.10 ,$1.68 ,$3.83 ,$3.75 ,$0.64 ,$1.73 ,$1.90 ,$3.80 ,$4.16 ,$2.99 ,$3.40 ,$1.28 ,$2.60 ,$1.73 ,$4.52 ,$3.04 ,$3.08 ,$1.54 ,$3.65 ,$1.79 ,$805 ,"$221,477 ",4.07,$800 ,,$74.73 ,$91.83 ,$166.56 ,$18.41 ,$33.56 ,$2.61 ,$59.25 ,$91.30 ,$82.91 ,$11.12 ,$331.40 ,$4.03 ,$8.76 ,$3.66 ,$14.22 ,$44.22 ,$2.60 ,$1.02 ,$11.12 ,$43.70 ,$31.67 ,$49.87 ,$64.90 ,$20.11 ,$9.41 ,$3.65 ,$2.41 ,$42.13 ,$8.65 ,$10.73 
12-39460-680,Florida,Punta Gorda FL Metro,Punta Gorda-Charlotte Co FL,$11.74 ,$4.34 ,$4.62 ,$1.28 ,$0.95 ,$2.63 ,$2.25 ,$0.97 ,$3.88 ,$3.25 ,$0.66 ,$1.79 ,$1.64 ,$3.53 ,$4.04 ,$2.31 ,$2.95 ,$1.07 ,$2.70 ,$1.32 ,$5.74 ,$2.89 ,$2.21 ,$1.42 ,$2.69 ,$1.77 ,$789 ,"$242,985 ",3.88,$858 ,,$96.67 ,$57.38 ,$154.05 ,$32.12 ,$35.52 ,$2.65 ,$60.62 ,$98.12 ,$106.90 ,$9.60 ,$323.94 ,$3.67 ,$10.13 ,$3.46 ,$14.53 ,$27.24 ,$2.47 ,$0.94 ,$12.70 ,$36.75 ,$24.11 ,$29.68 ,$61.58 ,$19.80 ,$10.62 ,$4.22 ,$2.51 ,$47.28 ,$8.83 ,$7.99 
12-42680-850,Florida,Sebastian-Vero Beach FL Metro,Vero Beach-Indian River FL,$12.01 ,$4.48 ,$5.03 ,$1.49 ,$1.19 ,$2.76 ,$2.39 ,$1.02 ,$3.85 ,$3.83 ,$0.72 ,$1.84 ,$2.04 ,$3.44 ,$3.69 ,$2.25 ,$4.07 ,$1.40 ,$2.69 ,$1.97 ,$5.01 ,$3.34 ,$2.56 ,$1.54 ,$4.09 ,$1.81 ,$752 ,"$271,638 ",4.02,$975 ,$209.21 ,,,$209.21 ,$35.30 ,$32.59 ,$2.62 ,$100.92 ,$83.05 ,$93.92 ,$10.85 ,$297.94 ,$3.82 ,$9.12 ,$4.03 ,$14.84 ,$41.50 ,$3.16 ,$1.02 ,$14.55 ,$26.73 ,$22.74 ,$28.74 ,$75.50 ,$31.76 ,$7.61 ,$4.50 ,$2.49 ,$47.50 ,$9.08 ,$7.47 
12-45300-840,Florida,Tampa-St. Petersburg-Clearwater FL Metro,Tampa FL,$11.21 ,$4.37 ,$4.39 ,$1.39 ,$0.93 ,$2.58 ,$2.26 ,$1.03 ,$3.65 ,$3.42 ,$0.64 ,$1.66 ,$1.65 ,$3.37 ,$3.80 ,$2.22 ,$3.21 ,$1.12 ,$2.38 ,$1.62 ,$4.92 ,$2.85 ,$2.24 ,$1.29 ,$3.02 ,$1.73 ,$906 ,"$221,159 ",4,$791 ,$160.03 ,,,$160.03 ,$30.60 ,$39.43 ,$2.59 ,$91.85 ,$86.15 ,$75.55 ,$9.46 ,$316.18 ,$3.82 ,$8.37 ,$4.02 ,$13.93 ,$32.04 ,$2.41 ,$0.95 ,$11.32 ,$22.01 ,$17.31 ,$25.78 ,$59.08 ,$13.00 ,$9.85 ,$5.24 ,$2.38 ,$46.60 ,$8.73 ,$7.75 
13-10500-070,Georgia,Albany GA Metro,Albany GA,$11.22 ,$4.95 ,$4.49 ,$1.42 ,$0.97 ,$2.53 ,$2.17 ,$0.98 ,$3.85 ,$3.50 ,$0.60 ,$1.57 ,$1.74 ,$3.69 ,$4.17 ,$2.40 ,$3.67 ,$1.29 ,$2.63 ,$1.88 ,$5.23 ,$2.99 ,$2.73 ,$1.44 ,$3.71 ,$1.77 ,$642 ,"$240,592 ",3.83,$845 ,$165.20 ,,,$165.20 ,$24.68 ,$38.78 ,$2.45 ,$87.04 ,$84.94 ,$91.86 ,$10.10 ,$331.17 ,$3.90 ,$9.85 ,$2.26 ,$14.96 ,$31.99 ,$2.47 ,$0.90 ,$9.95 ,$33.52 ,$26.13 ,$37.11 ,$70.66 ,$15.18 ,$9.74 ,$4.00 ,$2.17 ,$38.44 ,$8.10 ,$7.60 
13-12060-150,Georgia,Atlanta-Sandy Springs-Roswell GA Metro,Atlanta GA,$12.71 ,$4.42 ,$4.31 ,$1.46 ,$1.06 ,$2.32 ,$2.00 ,$1.26 ,$4.03 ,$3.62 ,$0.63 ,$1.30 ,$1.44 ,$3.69 ,$4.64 ,$2.42 ,$3.35 ,$1.41 ,$2.65 ,$2.03 ,$4.90 ,$2.44 ,$3.00 ,$1.32 ,$3.74 ,$1.68 ,"$1,041 ","$292,229 ",3.96,"$1,042 ",,$90.26 ,$58.43 ,$148.69 ,$28.24 ,$40.55 ,$2.73 ,$87.61 ,$96.46 ,$102.30 ,$6.68 ,$322.81 ,$3.65 ,$8.07 ,$2.73 ,$17.38 ,$44.68 ,$2.39 ,$0.92 ,$9.27 ,$24.00 ,$27.17 ,$26.98 ,$67.33 ,$23.07 ,$12.07 ,$4.84 ,$3.76 ,$54.22 ,$9.02 ,$10.57 
13-12060-525,Georgia,Atlanta-Sandy Springs-Roswell GA Metro,Fayetteville-Fayette County GA,$11.56 ,$4.96 ,$4.29 ,$1.32 ,$1.24 ,$2.21 ,$2.06 ,$0.97 ,$3.84 ,$3.96 ,$0.63 ,$1.40 ,$1.35 ,$3.80 ,$4.12 ,$2.50 ,$3.58 ,$1.23 ,$2.66 ,$1.95 ,$5.21 ,$2.55 ,$2.51 ,$1.29 ,$3.28 ,$1.55 ,$992 ,"$221,225 ",3.9,$783 ,,$95.78 ,$37.40 ,$133.17 ,$28.63 ,$31.05 ,$2.62 ,$94.92 ,$112.58 ,$92.64 ,$8.32 ,$334.65 ,$3.58 ,$8.52 ,$5.32 ,$13.54 ,$40.85 ,$1.90 ,$0.93 ,$10.55 ,$19.94 ,$16.03 ,$39.66 ,$50.22 ,$25.68 ,$9.51 ,$4.50 ,$2.49 ,$45.99 ,$8.50 ,$10.66 
13-12060-740,Georgia,Atlanta-Sandy Springs-Roswell GA Metro,Marietta GA,$12.49 ,$5.67 ,$4.20 ,$1.29 ,$1.61 ,$2.21 ,$1.99 ,$0.98 ,$3.56 ,$3.54 ,$0.62 ,$1.30 ,$1.48 ,$3.54 ,$4.28 ,$2.69 ,$3.74 ,$1.10 ,$2.67 ,$1.87 ,$6.05 ,$2.41 ,$2.18 ,$1.34 ,$3.56 ,$1.37 ,$859 ,"$267,037 ",3.96,$952 ,$153.13 ,,,$153.13 ,$25.80 ,$27.77 ,$2.58 ,$98.43 ,$93.82 ,$95.41 ,$8.76 ,$321.88 ,$3.65 ,$8.50 ,$4.03 ,$16.36 ,$43.00 ,$2.99 ,$0.85 ,$11.08 ,$24.45 ,$23.39 ,$25.91 ,$56.99 ,$21.32 ,$11.17 ,$4.87 ,$2.36 ,$51.05 ,$8.90 ,$7.56 
13-12260-200,Georgia,Augusta-Richmond County GA-SC Metro,Augusta-Aiken GA-SC,$10.27 ,$4.33 ,$4.16 ,$1.28 ,$0.97 ,$2.39 ,$2.30 ,$0.99 ,$4.18 ,$3.34 ,$0.59 ,$1.40 ,$1.49 ,$3.59 ,$4.19 ,$2.23 ,$3.31 ,$1.16 ,$2.56 ,$1.78 ,$5.12 ,$3.14 ,$2.30 ,$1.28 ,$2.93 ,$1.56 ,$704 ,"$220,242 ",4.21,$810 ,,$94.59 ,$47.06 ,$141.65 ,$27.70 ,$33.00 ,$2.25 ,$100.05 ,$93.81 ,$84.98 ,$10.24 ,$272.92 ,$3.58 ,$10.30 ,$4.23 ,$13.89 ,$31.60 ,$2.75 ,$0.95 ,$13.19 ,$23.46 ,$19.65 ,$22.88 ,$64.08 ,$13.69 ,$12.59 ,$4.73 ,$2.16 ,$47.78 ,$8.01 ,$7.84 
13-17980-300,Georgia,Columbus GA-AL Metro,Columbus GA,$10.97 ,$4.25 ,$4.35 ,$1.36 ,$0.92 ,$2.34 ,$2.01 ,$1.00 ,$3.58 ,$3.29 ,$0.64 ,$1.65 ,$1.92 ,$3.51 ,$3.88 ,$2.77 ,$3.57 ,$1.25 ,$2.52 ,$1.67 ,$4.90 ,$2.81 ,$2.95 ,$1.38 ,$3.16 ,$1.40 ,$787 ,"$230,771 ",3.93,$820 ,,$89.76 ,$58.30 ,$148.06 ,$9.99 ,$29.73 ,$2.41 ,$48.14 ,$107.15 ,$122.88 ,$9.63 ,$307.04 ,$3.89 ,$8.92 ,$4.08 ,$14.12 ,$37.77 ,$2.52 ,$1.04 ,$11.24 ,$33.79 ,$35.67 ,$32.48 ,$58.65 ,$17.95 ,$11.44 ,$4.74 ,$2.15 ,$52.76 ,$8.70 ,$8.38 
13-19140-375,Georgia,Dalton GA Metro,Dalton GA,$10.82 ,$4.89 ,$4.18 ,$1.30 ,$1.18 ,$2.07 ,$2.03 ,$1.08 ,$3.56 ,$3.36 ,$0.57 ,$1.24 ,$1.46 ,$3.50 ,$4.51 ,$2.08 ,$3.50 ,$1.15 ,$2.62 ,$1.85 ,$5.16 ,$2.67 ,$2.92 ,$1.15 ,$3.23 ,$1.68 ,$640 ,"$233,530 ",3.96,$832 ,,$119.36 ,$51.09 ,$170.46 ,$26.96 ,$37.60 ,$2.53 ,$85.29 ,$87.53 ,$83.08 ,$10.74 ,$313.10 ,$3.73 ,$8.58 ,$3.54 ,$12.50 ,$30.06 ,$2.84 ,$0.92 ,$8.92 ,$34.39 ,$23.83 ,$32.53 ,$67.11 ,$12.00 ,$10.38 ,$4.32 ,$2.20 ,$48.02 ,$8.53 ,$8.22 
13-20140-500,Georgia,Dublin GA Micro,Dublin-Laurens County GA,$10.19 ,$4.12 ,$4.10 ,$1.23 ,$1.14 ,$2.17 ,$1.96 ,$1.06 ,$3.61 ,$3.28 ,$0.63 ,$1.34 ,$1.53 ,$3.43 ,$4.37 ,$2.20 ,$3.57 ,$1.29 ,$2.63 ,$1.91 ,$5.85 ,$2.60 ,$2.20 ,$1.16 ,$3.03 ,$1.58 ,$548 ,"$262,380 ",3.95,$934 ,,$89.85 ,$74.31 ,$164.16 ,$30.36 ,$32.21 ,$2.44 ,$89.65 ,$79.83 ,$70.92 ,$8.93 ,$298.26 ,$3.93 ,$9.04 ,$3.04 ,$11.08 ,$26.54 ,$2.28 ,$1.07 ,$12.32 ,$26.99 ,$24.87 ,$34.47 ,$72.07 ,$9.63 ,$9.52 ,$4.03 ,$2.90 ,$38.53 ,$9.39 ,$7.56 
13-42340-800,Georgia,Savannah GA Metro,Savannah GA,$11.95 ,$4.59 ,$4.11 ,$1.42 ,$1.06 ,$2.52 ,$1.98 ,$1.02 ,$3.93 ,$3.56 ,$0.61 ,$1.23 ,$1.55 ,$3.36 ,$4.31 ,$2.27 ,$3.41 ,$0.99 ,$2.64 ,$1.86 ,$4.95 ,$2.55 ,$2.19 ,$1.53 ,$2.95 ,$1.52 ,$797 ,"$192,732 ",4.05,$694 ,$161.07 ,,,$161.07 ,$36.23 ,$40.24 ,$2.51 ,$73.84 ,$112.58 ,$81.76 ,$8.57 ,$322.11 ,$3.51 ,$8.37 ,$4.40 ,$15.05 ,$33.68 ,$2.12 ,$0.90 ,$13.10 ,$20.35 ,$23.20 ,$24.85 ,$71.73 ,$25.99 ,$10.02 ,$4.74 ,$2.48 ,$47.27 ,$8.86 ,$7.76 
13-44340-820,Georgia,Statesboro GA Micro,Statesboro-Bulloch County GA,$10.94 ,$4.27 ,$4.37 ,$1.27 ,$1.03 ,$2.42 ,$2.10 ,$0.96 ,$3.90 ,$3.39 ,$0.57 ,$1.66 ,$1.53 ,$3.49 ,$4.14 ,$2.20 ,$3.37 ,$1.19 ,$2.62 ,$1.74 ,$5.06 ,$2.92 ,$2.28 ,$1.25 ,$2.96 ,$1.50 ,$659 ,"$243,555 ",3.98,$871 ,$157.80 ,,,$157.80 ,$22.30 ,$30.31 ,$2.54 ,$78.88 ,$72.63 ,$68.75 ,$8.99 ,$303.16 ,$3.79 ,$8.37 ,$4.90 ,$14.50 ,$33.29 ,$2.26 ,$1.12 ,$10.96 ,$26.21 ,$22.67 ,$28.74 ,$74.25 ,$13.02 ,$10.31 ,$5.25 ,$2.25 ,$34.75 ,$8.60 ,$9.58 
13-46660-850,Georgia,Valdosta GA Metro,Valdosta GA,$12.29 ,$4.75 ,$4.48 ,$1.28 ,$0.94 ,$2.63 ,$2.36 ,$1.02 ,$3.75 ,$3.97 ,$0.65 ,$1.66 ,$1.96 ,$3.60 ,$3.98 ,$2.28 ,$3.69 ,$1.27 ,$2.52 ,$1.71 ,$5.04 ,$2.97 ,$3.10 ,$1.62 ,$3.28 ,$1.77 ,$731 ,"$261,694 ",3.96,$932 ,$159.38 ,,,$159.38 ,$30.96 ,$37.71 ,$2.54 ,$92.63 ,$99.79 ,$77.71 ,$9.88 ,$331.16 ,$3.19 ,$8.33 ,$3.44 ,$13.13 ,$36.42 ,$2.59 ,$0.99 ,$10.20 ,$28.03 ,$19.85 ,$25.62 ,$57.88 ,$16.62 ,$10.50 ,$4.13 ,$2.87 ,$45.42 ,$8.58 ,$8.09 
15-25900-400,Hawaii,Hilo HI Micro,Hilo HI,$8.91 ,$4.14 ,$6.34 ,$2.04 ,$2.00 ,$3.16 ,$4.07 ,$2.44 ,$6.20 ,$4.28 ,$1.31 ,$1.77 ,$3.42 ,$6.45 ,$5.48 ,$2.80 ,$7.15 ,$2.65 ,$3.35 ,$3.12 ,$8.64 ,$5.06 ,$4.20 ,$3.16 ,$3.13 ,$2.22 ,"$1,036 ","$502,042 ",4.06,"$1,813 ",$551.88 ,,,$551.88 ,$39.10 ,$57.44 ,$3.40 ,$134.96 ,$128.09 ,$107.00 ,$12.90 ,$233.88 ,$5.28 ,$12.03 ,$3.40 ,$11.51 ,$30.25 ,$4.12 ,$1.69 ,$20.75 ,$40.98 ,$29.35 ,$34.46 ,$96.04 ,$13.50 ,$9.99 ,$12.63 ,$2.59 ,$76.38 ,$7.60 ,$11.90 
15-46520-500,Hawaii,Urban Honolulu HI Metro,Honolulu HI,$12.05 ,$4.87 ,$5.24 ,$2.43 ,$1.69 ,$3.78 ,$3.72 ,$2.03 ,$5.72 ,$5.99 ,$1.19 ,$2.35 ,$3.48 ,$5.32 ,$7.20 ,$3.87 ,$5.60 ,$2.09 ,$3.09 ,$2.60 ,$7.69 ,$4.93 ,$3.45 ,$2.71 ,$4.29 ,$1.83 ,"$2,917 ","$880,069 ",3.89,"$3,184 ",$521.37 ,,,$521.37 ,$29.45 ,$48.93 ,$3.50 ,$142.58 ,$115.49 ,$97.92 ,$12.87 ,$240.88 ,$4.77 ,$12.40 ,$3.99 ,$15.54 ,$52.78 ,$3.66 ,$1.49 ,$18.17 ,$54.89 ,$28.71 ,$41.39 ,$70.80 ,$19.95 ,$11.21 ,$3.83 ,$2.77 ,$57.14 ,$8.64 ,$8.62 
16-14260-200,Idaho,Boise City ID Metro,Boise ID,$9.95 ,$3.70 ,$3.56 ,$1.18 ,$0.86 ,$1.74 ,$1.68 ,$0.93 ,$2.96 ,$1.86 ,$0.55 ,$1.60 ,$1.26 ,$3.58 ,$4.64 ,$2.30 ,$3.16 ,$1.09 ,$1.68 ,$1.58 ,$4.77 ,$2.65 ,$2.13 ,$1.07 ,$2.92 ,$1.58 ,$703 ,"$259,444 ",3.98,$929 ,,$70.22 ,$69.90 ,$140.12 ,$24.99 ,$41.18 ,$2.79 ,$115.30 ,$128.38 ,$87.15 ,$9.14 ,$304.21 ,$3.74 ,$8.49 ,$3.61 ,$12.61 ,$30.42 ,$3.12 ,$0.99 ,$11.91 ,$25.28 ,$21.04 ,$24.97 ,$70.88 ,$26.15 ,$10.24 ,$3.73 ,$2.91 ,$46.30 ,$8.13 ,$12.00 
16-26820-400,Idaho,Idaho Falls ID Metro,Idaho Falls ID,$9.40 ,$4.03 ,$4.40 ,$1.08 ,$1.22 ,$1.79 ,$1.60 ,$1.04 ,$3.34 ,$2.42 ,$0.66 ,$1.09 ,$1.53 ,$3.57 ,$4.12 ,$2.12 ,$2.97 ,$1.04 ,$1.93 ,$2.25 ,$5.31 ,$2.91 ,$2.70 ,$1.19 ,$2.96 ,$1.57 ,$616 ,"$178,737 ",3.87,$630 ,,$60.48 ,$78.00 ,$138.48 ,$23.70 ,$38.92 ,$2.69 ,$92.48 ,$129.71 ,$83.35 ,$9.58 ,$301.89 ,$4.09 ,$9.26 ,$2.73 ,$12.42 ,$28.35 ,$1.86 ,$1.14 ,$11.72 ,$24.75 ,$16.89 ,$21.68 ,$65.88 ,$15.00 ,$10.88 ,$3.32 ,$2.83 ,$39.52 ,$7.93 ,$7.25 
16-46300-800,Idaho,Twin Falls ID Micro,Twin Falls ID,$8.49 ,$2.97 ,$5.29 ,$1.10 ,$0.78 ,$1.33 ,$1.55 ,$1.16 ,$3.69 ,$1.90 ,$0.61 ,$1.07 ,$2.19 ,$3.56 ,$4.86 ,$1.96 ,$2.60 ,$1.01 ,$2.16 ,$2.13 ,$4.99 ,$2.88 ,$2.19 ,$0.85 ,$2.14 ,$1.37 ,$657 ,"$265,667 ",3.93,$943 ,,$71.62 ,$69.53 ,$141.15 ,$30.00 ,$34.31 ,$2.78 ,$106.38 ,$97.25 ,$92.25 ,$9.42 ,$278.32 ,$3.88 ,$9.00 ,$3.72 ,$11.63 ,$25.04 ,$2.76 ,$1.05 ,$12.50 ,$24.16 ,$21.87 ,$25.16 ,$69.13 ,$17.40 ,$9.88 ,$3.75 ,$2.75 ,$43.62 ,$8.50 ,$7.74 
17-16580-200,Illinois,Champaign-Urbana IL Metro,Champaign-Urbana IL,$10.67 ,$4.45 ,$4.35 ,$1.26 ,$0.89 ,$2.33 ,$2.08 ,$0.89 ,$3.77 ,$3.08 ,$0.54 ,$1.34 ,$1.41 ,$3.87 ,$4.47 ,$2.25 ,$3.06 ,$0.96 ,$2.53 ,$1.66 ,$5.70 ,$2.83 ,$2.56 ,$1.42 ,$3.48 ,$1.61 ,$614 ,"$302,038 ",3.85,"$1,063 ",,$102.27 ,$74.46 ,$176.73 ,$36.95 ,$31.55 ,$2.55 ,$78.94 ,$113.22 ,$103.22 ,$10.49 ,$316.11 ,$4.26 ,$9.22 ,$4.19 ,$19.31 ,$37.21 ,$2.00 ,$0.85 ,$12.16 ,$18.42 ,$16.46 ,$21.37 ,$51.13 ,$17.66 ,$9.75 ,$5.80 ,$2.54 ,$45.67 ,$8.26 ,$7.21 
17-16974-280,Illinois,Chicago-Naperville-Arlington Heights IL Metro Div.,Chicago IL,$11.65 ,$5.53 ,$4.42 ,$1.41 ,$1.39 ,$2.23 ,$2.60 ,$1.29 ,$4.40 ,$3.00 ,$0.51 ,$1.43 ,$1.91 ,$4.05 ,$4.94 ,$2.98 ,$3.43 ,$1.38 ,$2.58 ,$2.19 ,$5.28 ,$4.19 ,$3.31 ,$1.78 ,$3.53 ,$2.00 ,"$1,217 ","$430,163 ",4.01,"$1,542 ",,$96.27 ,$79.39 ,$175.66 ,$30.05 ,$44.15 ,$3.08 ,$94.58 ,$98.13 ,$98.33 ,$9.32 ,$262.00 ,$3.88 ,$10.87 ,$2.95 ,$17.21 ,$45.00 ,$2.27 ,$0.98 ,$12.29 ,$24.58 ,$22.18 ,$28.84 ,$74.38 ,$14.14 ,$13.75 ,$5.00 ,$2.11 ,$55.00 ,$14.09 ,$8.68 
17-16974-520,Illinois,Chicago-Naperville-Arlington Heights IL Metro Div.,Joliet-Will County IL,$10.04 ,$4.22 ,$4.23 ,$1.40 ,$1.32 ,$2.40 ,$1.92 ,$1.04 ,$4.19 ,$2.60 ,$0.46 ,$1.46 ,$1.59 ,$3.58 ,$5.54 ,$2.45 ,$3.50 ,$1.24 ,$2.61 ,$1.78 ,$5.00 ,$3.35 ,$2.80 ,$1.55 ,$3.36 ,$1.49 ,"$1,188 ","$293,265 ",3.96,"$1,045 ",,$97.23 ,$80.98 ,$178.21 ,$26.71 ,$41.78 ,$2.78 ,$107.07 ,$129.72 ,$84.97 ,$9.19 ,$310.09 ,$3.93 ,$8.49 ,$3.87 ,$15.49 ,$35.73 ,$2.92 ,$1.09 ,$10.09 ,$21.93 ,$20.59 ,$27.44 ,$69.19 ,$12.96 ,$9.61 ,$3.33 ,$2.60 ,$42.32 ,$8.13 ,$7.96 
17-19180-325,Illinois,Danville IL Metro,Danville IL,$10.06 ,$3.82 ,$4.40 ,$1.28 ,$1.05 ,$2.12 ,$2.02 ,$0.83 ,$4.11 ,$2.96 ,$0.53 ,$1.10 ,$1.60 ,$3.71 ,$4.60 ,$2.43 ,$3.31 ,$1.07 ,$2.27 ,$1.67 ,$5.92 ,$3.24 ,$2.67 ,$1.35 ,$3.11 ,$1.56 ,$670 ,"$209,622 ",4.05,$755 ,,$112.01 ,$73.95 ,$185.97 ,$26.26 ,$36.44 ,$2.58 ,$110.24 ,$99.23 ,$77.31 ,$9.84 ,$296.44 ,$3.92 ,$10.32 ,$4.00 ,$14.35 ,$23.21 ,$2.66 ,$0.95 ,$12.18 ,$30.87 ,$21.49 ,$35.66 ,$50.13 ,$12.75 ,$8.70 ,$3.78 ,$2.52 ,$53.57 ,$9.14 ,$8.06 
17-19500-370,Illinois,Decatur IL Metro,Decatur IL,$11.22 ,$3.89 ,$4.10 ,$1.11 ,$0.98 ,$1.86 ,$2.19 ,$0.96 ,$3.93 ,$2.84 ,$0.53 ,$1.11 ,$1.32 ,$3.33 ,$4.36 ,$2.01 ,$3.29 ,$1.04 ,$2.61 ,$1.81 ,$4.97 ,$2.53 ,$2.27 ,$1.11 ,$2.95 ,$1.35 ,$583 ,"$272,088 ",3.83,$955 ,,$106.82 ,$74.50 ,$181.32 ,$23.28 ,$36.43 ,$2.52 ,$79.63 ,$97.75 ,$71.30 ,$8.47 ,$316.66 ,$3.97 ,$9.33 ,$3.99 ,$14.70 ,$29.05 ,$2.32 ,$0.85 ,$14.90 ,$21.01 ,$17.47 ,$22.46 ,$45.83 ,$22.42 ,$9.00 ,$4.22 ,$2.20 ,$45.04 ,$8.74 ,$7.11 
17-28140-480,Illinois,Kankakee IL Metro,Kankakee IL,$10.44 ,$5.49 ,$3.31 ,$1.02 ,$0.89 ,$2.13 ,$1.90 ,$0.99 ,$4.09 ,$3.31 ,$0.48 ,$1.06 ,$1.19 ,$3.78 ,$4.78 ,$2.19 ,$3.23 ,$1.04 ,$2.66 ,$1.85 ,$5.10 ,$2.68 ,$2.02 ,$1.06 ,$2.71 ,$1.56 ,$831 ,"$263,651 ",3.85,$928 ,,$98.42 ,$85.56 ,$183.98 ,$36.21 ,$41.61 ,$2.58 ,$91.71 ,$125.23 ,$86.91 ,$8.36 ,$317.21 ,$4.23 ,$10.39 ,$4.01 ,$13.77 ,$26.50 ,$1.99 ,$0.87 ,$10.49 ,$25.87 ,$22.00 ,$29.87 ,$64.89 ,$13.18 ,$7.51 ,$4.03 ,$2.45 ,$34.93 ,$7.91 ,$8.24 
17-37900-700,Illinois,Peoria IL Metro,Peoria IL,$11.42 ,$4.18 ,$4.36 ,$1.29 ,$0.92 ,$2.00 ,$2.27 ,$0.99 ,$4.07 ,$3.06 ,$0.53 ,$1.17 ,$1.42 ,$3.39 ,$4.38 ,$2.28 ,$3.22 ,$1.06 ,$2.46 ,$1.77 ,$4.57 ,$2.66 ,$2.50 ,$1.59 ,$3.34 ,$1.59 ,$722 ,"$346,393 ",3.88,"$1,222 ",,$106.50 ,$59.07 ,$165.56 ,$29.99 ,$41.37 ,$2.62 ,$115.04 ,$97.00 ,$79.00 ,$8.16 ,$294.92 ,$3.97 ,$8.74 ,$3.62 ,$16.50 ,$20.75 ,$2.20 ,$0.85 ,$13.78 ,$27.76 ,$27.49 ,$29.41 ,$77.50 ,$28.93 ,$7.63 ,$3.44 ,$2.08 ,$47.50 ,$7.85 ,$8.52 
17-39500-775,Illinois,Quincy IL-MO Micro,Quincy IL,$10.21 ,$5.20 ,$4.81 ,$1.54 ,$0.99 ,$2.41 ,$2.16 ,$0.88 ,$3.97 ,$2.56 ,$0.59 ,$1.71 ,$1.44 ,$3.45 ,$4.37 ,$1.99 ,$3.37 ,$1.14 ,$2.34 ,$1.62 ,$5.13 ,$2.60 ,$2.60 ,$1.06 ,$3.65 ,$1.76 ,$636 ,"$340,686 ",3.95,"$1,212 ",$175.14 ,,,$175.14 ,$18.02 ,$33.63 ,$2.43 ,$102.48 ,$128.11 ,$73.09 ,$8.75 ,$292.17 ,$3.81 ,$9.11 ,$3.77 ,$9.74 ,$29.74 ,$2.01 ,$0.89 ,$11.18 ,$27.65 ,$26.15 ,$22.77 ,$50.96 ,$13.57 ,$8.85 ,$2.55 ,$2.51 ,$48.88 ,$8.31 ,$7.15 
